title,description,url,duration,topic,difficulty_level
Blockchain Essentials: Intermediate Guide,"Explore intermediate techniques in Blockchain, including practical applications and problem-solving.",https://youtube.com/blockchain-lesson-167,25.0,Blockchain,Intermediate
App Development Techniques: Advanced Concepts,"Delve into advanced App Development concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/app-development-lesson-168,27.5,App Development,Advanced
Programming Fundamentals: Lesson 169,"This video provides an in-depth look into Programming fundamentals, covering the basics for beginners.",https://youtube.com/programming-lesson-169,30.0,Programming,Basic
Web Development Essentials: Intermediate Guide,"Explore intermediate techniques in Web Development, including practical applications and problem-solving.",https://youtube.com/web-development-lesson-170,32.5,Web Development,Intermediate
AI Techniques: Advanced Concepts,"Delve into advanced AI concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/ai-lesson-171,35.0,AI,Advanced
Cloud Computing Fundamentals: Lesson 172,"This video provides an in-depth look into Cloud Computing fundamentals, covering the basics for beginners.",https://youtube.com/cloud-computing-lesson-172,37.5,Cloud Computing,Basic
Blockchain Essentials: Intermediate Guide,"Explore intermediate techniques in Blockchain, including practical applications and problem-solving.",https://youtube.com/blockchain-lesson-173,40.0,Blockchain,Intermediate
App Development Techniques: Advanced Concepts,"Delve into advanced App Development concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/app-development-lesson-174,42.5,App Development,Advanced
Programming Fundamentals: Lesson 175,"This video provides an in-depth look into Programming fundamentals, covering the basics for beginners.",https://youtube.com/programming-lesson-175,45.0,Programming,Basic
Web Development Essentials: Intermediate Guide,"Explore intermediate techniques in Web Development, including practical applications and problem-solving.",https://youtube.com/web-development-lesson-176,47.5,Web Development,Intermediate
AI Techniques: Advanced Concepts,"Delve into advanced AI concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/ai-lesson-177,50.0,AI,Advanced
Cloud Computing Fundamentals: Lesson 178,"This video provides an in-depth look into Cloud Computing fundamentals, covering the basics for beginners.",https://youtube.com/cloud-computing-lesson-178,52.5,Cloud Computing,Basic
Blockchain Essentials: Intermediate Guide,"Explore intermediate techniques in Blockchain, including practical applications and problem-solving.",https://youtube.com/blockchain-lesson-179,55.0,Blockchain,Intermediate
App Development Techniques: Advanced Concepts,"Delve into advanced App Development concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/app-development-lesson-180,57.5,App Development,Advanced
Programming Fundamentals: Lesson 181,"This video provides an in-depth look into Programming fundamentals, covering the basics for beginners.",https://youtube.com/programming-lesson-181,10.0,Programming,Basic
Web Development Essentials: Intermediate Guide,"Explore intermediate techniques in Web Development, including practical applications and problem-solving.",https://youtube.com/web-development-lesson-182,12.5,Web Development,Intermediate
AI Techniques: Advanced Concepts,"Delve into advanced AI concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/ai-lesson-183,15.0,AI,Advanced
Cloud Computing Fundamentals: Lesson 184,"This video provides an in-depth look into Cloud Computing fundamentals, covering the basics for beginners.",https://youtube.com/cloud-computing-lesson-184,17.5,Cloud Computing,Basic
Blockchain Essentials: Intermediate Guide,"Explore intermediate techniques in Blockchain, including practical applications and problem-solving.",https://youtube.com/blockchain-lesson-185,20.0,Blockchain,Intermediate
App Development Techniques: Advanced Concepts,"Delve into advanced App Development concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/app-development-lesson-186,22.5,App Development,Advanced
Programming Fundamentals: Lesson 187,"This video provides an in-depth look into Programming fundamentals, covering the basics for beginners.",https://youtube.com/programming-lesson-187,25.0,Programming,Basic
Web Development Essentials: Intermediate Guide,"Explore intermediate techniques in Web Development, including practical applications and problem-solving.",https://youtube.com/web-development-lesson-188,27.5,Web Development,Intermediate
AI Techniques: Advanced Concepts,"Delve into advanced AI concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/ai-lesson-189,30.0,AI,Advanced
Cloud Computing Fundamentals: Lesson 190,"This video provides an in-depth look into Cloud Computing fundamentals, covering the basics for beginners.",https://youtube.com/cloud-computing-lesson-190,32.5,Cloud Computing,Basic
Blockchain Essentials: Intermediate Guide,"Explore intermediate techniques in Blockchain, including practical applications and problem-solving.",https://youtube.com/blockchain-lesson-191,35.0,Blockchain,Intermediate
App Development Techniques: Advanced Concepts,"Delve into advanced App Development concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/app-development-lesson-192,37.5,App Development,Advanced
Programming Fundamentals: Lesson 193,"This video provides an in-depth look into Programming fundamentals, covering the basics for beginners.",https://youtube.com/programming-lesson-193,40.0,Programming,Basic
Web Development Essentials: Intermediate Guide,"Explore intermediate techniques in Web Development, including practical applications and problem-solving.",https://youtube.com/web-development-lesson-194,42.5,Web Development,Intermediate
AI Techniques: Advanced Concepts,"Delve into advanced AI concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/ai-lesson-195,45.0,AI,Advanced
Cloud Computing Fundamentals: Lesson 196,"This video provides an in-depth look into Cloud Computing fundamentals, covering the basics for beginners.",https://youtube.com/cloud-computing-lesson-196,47.5,Cloud Computing,Basic
Blockchain Essentials: Intermediate Guide,"Explore intermediate techniques in Blockchain, including practical applications and problem-solving.",https://youtube.com/blockchain-lesson-197,50.0,Blockchain,Intermediate
App Development Techniques: Advanced Concepts,"Delve into advanced App Development concepts, discussing cutting-edge strategies and real-world use cases.",https://youtube.com/app-development-lesson-198,52.5,App Development,Advanced
Programming Fundamentals: Lesson 199,"This video provides an in-depth look into Programming fundamentals, covering the basics for beginners.",https://youtube.com/programming-lesson-199,55.0,Programming,Basic
Web Development Essentials: Intermediate Guide,"Explore intermediate techniques in Web Development, including practical applications and problem-solving.",https://youtube.com/web-development-lesson-200,57.5,Web Development,Intermediate
