title,description,url,duration,topic,difficulty_level
AI Tutorial Part 10,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-182,15.0,AI,Advanced
Cloud Computing Tutorial Part 10,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-183,17.5,Cloud Computing,Basic
Blockchain Tutorial Part 10,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-184,20.0,Blockchain,Intermediate
App Development Tutorial Part 10,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-185,22.5,App Development,Advanced
Programming Tutorial Part 10,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-186,25.0,Programming,Basic
Web Development Tutorial Part 10,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-187,27.5,Web Development,Intermediate
AI Tutorial Part 10,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-188,30.0,AI,Advanced
Cloud Computing Tutorial Part 10,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-189,32.5,Cloud Computing,Basic
Blockchain Tutorial Part 10,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-190,35.0,Blockchain,Intermediate
App Development Tutorial Part 10,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-191,37.5,App Development,Advanced
Programming Tutorial Part 10,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-192,40.0,Programming,Basic
Web Development Tutorial Part 10,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-193,42.5,Web Development,Intermediate
AI Tutorial Part 10,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-194,45.0,AI,Advanced
Cloud Computing Tutorial Part 10,This video covers advanced topics in Cloud Computing suitable for basic learners.,https://youtube.com/watch?v=cloud computing-tutorial-195,10.0,Cloud Computing,Basic
Blockchain Tutorial Part 10,This video covers advanced topics in Blockchain suitable for intermediate learners.,https://youtube.com/watch?v=blockchain-tutorial-196,12.5,Blockchain,Intermediate
App Development Tutorial Part 10,This video covers advanced topics in App Development suitable for advanced learners.,https://youtube.com/watch?v=app development-tutorial-197,15.0,App Development,Advanced
Programming Tutorial Part 10,This video covers advanced topics in Programming suitable for basic learners.,https://youtube.com/watch?v=programming-tutorial-198,17.5,Programming,Basic
Web Development Tutorial Part 10,This video covers advanced topics in Web Development suitable for intermediate learners.,https://youtube.com/watch?v=web development-tutorial-199,20.0,Web Development,Intermediate
AI Tutorial Part 11,This video covers advanced topics in AI suitable for advanced learners.,https://youtube.com/watch?v=ai-tutorial-200,22.5,AI,Advanced
